0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,,
Avg. Temperature °C (°F),"19.9 °C
(67.8) °F","21.2 °C
(70.2) °F","24 °C
(75.2) °F","28.3 °C
(83) °F","32.1 °C
(89.9) °F","33.1 °C
(91.7) °F","32.8 °C
(91) °F","31.7 °C
(89) °F","30.5 °C
(86.8) °F","28.5 °C
(83.3) °F","24.5 °C
(76.2) °F","21.2 °C
(70.2) °F"
Min. Temperature °C (°F),"16 °C
(60.8) °F","17.2 °C
(62.9) °F","19.7 °C
(67.5) °F","23.7 °C
(74.6) °F","27.4 °C
(81.3) °F","28.8 °C
(83.8) °F","29 °C
(84.2) °F","27.8 °C
(82.1) °F","26.2 °C
(79.2) °F","23.9 °C
(75.1) °F","20.6 °C
(69.1) °F","17.6 °C
(63.6) °F"
Max. Temperature °C (°F),"23.3 °C
(73.9) °F","24.8 °C
(76.6) °F","27.7 °C
(81.9) °F","31.9 °C
(89.5) °F","35.7 °C
(96.3) °F","36.3 °C
(97.4) °F","35.5 °C
(95.9) °F","34.5 °C
(94.2) °F","33.8 °C
(92.8) °F","32.4 °C
(90.4) °F","28.1 °C
(82.5) °F","24.6 °C
(76.3) °F"
Precipitation / Rainfall mm (in),"18
(0)","15
(0)","18
(0)","7
(0)","0
(0)","10
(0)","4
(0)","1
(0)","0
(0)","1
(0)","13
(0)","13
(0)"
Humidity(%),63%,59%,53%,45%,42%,49%,56%,57%,57%,52%,60%,62%
Rainy days (d),2,1,2,1,0,0,0,0,0,1,1,2
avg. Sun hours (hours),9.0,9.8,10.5,11.4,11.9,12.1,12.0,11.6,11.0,10.4,9.6,9.0
