0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,,
Avg. Temperature °C (°F),"24.5 °C
(76.2) °F","24.5 °C
(76.1) °F","24 °C
(75.2) °F","22.7 °C
(72.8) °F","19.1 °C
(66.4) °F","18.1 °C
(64.6) °F","17.9 °C
(64.2) °F","19.7 °C
(67.5) °F","21.8 °C
(71.2) °F","23.4 °C
(74.1) °F","23.6 °C
(74.5) °F","24.6 °C
(76.2) °F"
Min. Temperature °C (°F),"21.1 °C
(70) °F","21 °C
(69.9) °F","20.3 °C
(68.5) °F","18.6 °C
(65.5) °F","15.2 °C
(59.3) °F","14.3 °C
(57.8) °F","13.8 °C
(56.8) °F","15 °C
(59.1) °F","17 °C
(62.5) °F","18.9 °C
(66.1) °F","19.4 °C
(67) °F","20.7 °C
(69.2) °F"
Max. Temperature °C (°F),"28.8 °C
(83.8) °F","28.9 °C
(84) °F","28.5 °C
(83.3) °F","27.5 °C
(81.5) °F","23.9 °C
(75) °F","23 °C
(73.4) °F","23.1 °C
(73.6) °F","25.6 °C
(78.1) °F","27.6 °C
(81.6) °F","28.7 °C
(83.7) °F","28.4 °C
(83.2) °F","29.1 °C
(84.3) °F"
Precipitation / Rainfall mm (in),"217
(8)","178
(7)","128
(5)","89
(3)","106
(4)","92
(3)","74
(2)","65
(2)","119
(4)","159
(6)","160
(6)","174
(6)"
Humidity(%),78%,78%,75%,71%,72%,74%,71%,62%,61%,68%,70%,73%
Rainy days (d),15,13,11,7,6,5,5,5,6,10,10,12
avg. Sun hours (hours),8.7,8.8,8.5,8.6,7.9,8.1,8.7,9.4,9.2,9.2,9.2,9.3
