0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,,
Avg. Temperature °C (°F),"-10.8 °C
(12.6) °F","-8.8 °C
(16.2) °F","-3.3 °C
(26.1) °F","4.3 °C
(39.8) °F","13 °C
(55.3) °F","18.1 °C
(64.5) °F","20.9 °C
(69.6) °F","19.9 °C
(67.9) °F","16 °C
(60.8) °F","8.6 °C
(47.4) °F","1.6 °C
(34.8) °F","-6.3 °C
(20.6) °F"
Min. Temperature °C (°F),"-14.9 °C
(5.2) °F","-12.9 °C
(8.7) °F","-7.4 °C
(18.7) °F","-0.1 °C
(31.8) °F","8.2 °C
(46.8) °F","13.8 °C
(56.8) °F","16.8 °C
(62.3) °F","16.1 °C
(61) °F","12.2 °C
(54) °F","5.5 °C
(41.9) °F","-1.3 °C
(29.7) °F","-9.8 °C
(14.3) °F"
Max. Temperature °C (°F),"-6.1 °C
(21.1) °F","-3.7 °C
(25.3) °F","1.7 °C
(35.1) °F","9.6 °C
(49.2) °F","18.3 °C
(65) °F","22.8 °C
(73.1) °F","25.2 °C
(77.3) °F","24.1 °C
(75.4) °F","20.3 °C
(68.6) °F","12.4 °C
(54.3) °F","5 °C
(41) °F","-2.4 °C
(27.6) °F"
Precipitation / Rainfall mm (in),"83
(3)","67
(2)","78
(3)","100
(3)","102
(4)","115
(4)","114
(4)","112
(4)","99
(3)","116
(4)","94
(3)","97
(3)"
Humidity(%),74%,71%,69%,65%,65%,70%,71%,73%,74%,74%,76%,77%
Rainy days (d),9,8,8,8,9,10,10,9,8,9,9,9
avg. Sun hours (hours),4.9,5.6,6.9,8.1,9.6,10.5,10.8,9.6,7.6,5.9,4.7,4.2
