0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,,
Avg. Temperature °C (°F),"26.7 °C
(80.1) °F","27 °C
(80.6) °F","25.9 °C
(78.7) °F","24.3 °C
(75.8) °F","21.8 °C
(71.2) °F","20.8 °C
(69.4) °F","20.1 °C
(68.3) °F","20.9 °C
(69.6) °F","22.2 °C
(71.9) °F","23.7 °C
(74.7) °F","24.2 °C
(75.6) °F","25.8 °C
(78.4) °F"
Min. Temperature °C (°F),"23.3 °C
(73.9) °F","23.3 °C
(73.9) °F","22.7 °C
(72.9) °F","21.1 °C
(70) °F","18.2 °C
(64.8) °F","16.8 °C
(62.3) °F","16 °C
(60.7) °F","16.5 °C
(61.6) °F","18.1 °C
(64.5) °F","20 °C
(68) °F","21 °C
(69.8) °F","22.4 °C
(72.3) °F"
Max. Temperature °C (°F),"31.2 °C
(88.2) °F","31.7 °C
(89.1) °F","30.2 °C
(86.4) °F","28.5 °C
(83.4) °F","26.2 °C
(79.1) °F","25.8 °C
(78.4) °F","25.4 °C
(77.7) °F","26.5 °C
(79.8) °F","27.5 °C
(81.6) °F","28.6 °C
(83.5) °F","28.5 °C
(83.3) °F","30.1 °C
(86.2) °F"
Precipitation / Rainfall mm (in),"172
(6)","117
(4)","153
(6)","99
(3)","81
(3)","52
(2)","55
(2)","45
(1)","81
(3)","98
(3)","143
(5)","156
(6)"
Humidity(%),79%,78%,81%,81%,81%,80%,79%,76%,75%,76%,80%,80%
Rainy days (d),12,10,12,10,9,6,6,6,8,9,12,12
avg. Sun hours (hours),9.8,10.0,8.8,7.9,7.2,7.0,6.9,7.3,7.2,7.4,7.7,8.8
