0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,,
Avg. Temperature °C (°F),"-5.1 °C
(22.9) °F","-3.4 °C
(26) °F","0.9 °C
(33.6) °F","5.5 °C
(41.9) °F","12 °C
(53.6) °F","19.7 °C
(67.4) °F","23.6 °C
(74.5) °F","21.6 °C
(71) °F","17 °C
(62.6) °F","9.2 °C
(48.6) °F","1.5 °C
(34.8) °F","-5.1 °C
(22.8) °F"
Min. Temperature °C (°F),"-10.9 °C
(12.3) °F","-9 °C
(15.9) °F","-5.1 °C
(22.8) °F","-0.8 °C
(30.6) °F","4.7 °C
(40.5) °F","11.3 °C
(52.3) °F","15.5 °C
(59.9) °F","14 °C
(57.2) °F","9.6 °C
(49.4) °F","3 °C
(37.4) °F","-3.8 °C
(25.2) °F","-10.8 °C
(12.5) °F"
Max. Temperature °C (°F),"1.9 °C
(35.4) °F","3 °C
(37.4) °F","7.5 °C
(45.6) °F","12.6 °C
(54.6) °F","19.2 °C
(66.6) °F","27 °C
(80.6) °F","30.5 °C
(86.9) °F","28.7 °C
(83.6) °F","24.4 °C
(75.9) °F","16.5 °C
(61.8) °F","8.6 °C
(47.5) °F","1.8 °C
(35.3) °F"
Precipitation / Rainfall mm (in),"43
(1)","47
(1)","54
(2)","60
(2)","52
(2)","23
(0)","24
(0)","32
(1)","33
(1)","41
(1)","40
(1)","44
(1)"
Humidity(%),66%,67%,60%,51%,40%,24%,26%,32%,33%,44%,54%,68%
Rainy days (d),6,7,7,8,7,3,4,5,5,5,6,6
avg. Sun hours (hours),6.7,7.2,8.9,9.9,11.5,13.0,12.9,12.0,10.7,8.9,7.5,6.4
