0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,,
Avg. Temperature °C (°F),"13.7 °C
(56.7) °F","17.3 °C
(63.2) °F","23.2 °C
(73.7) °F","29.1 °C
(84.4) °F","32.7 °C
(90.8) °F","32.3 °C
(90.1) °F","28.8 °C
(83.8) °F","27.3 °C
(81.1) °F","27.5 °C
(81.4) °F","25.7 °C
(78.3) °F","20.6 °C
(69.1) °F","15.5 °C
(59.9) °F"
Min. Temperature °C (°F),"7.4 °C
(45.2) °F","10.4 °C
(50.7) °F","15.7 °C
(60.2) °F","21.1 °C
(70) °F","25.6 °C
(78.2) °F","27.2 °C
(80.9) °F","25.5 °C
(77.9) °F","24.2 °C
(75.5) °F","23.1 °C
(73.5) °F","19.3 °C
(66.7) °F","14.3 °C
(57.7) °F","9.1 °C
(48.4) °F"
Max. Temperature °C (°F),"20.7 °C
(69.3) °F","24.4 °C
(75.9) °F","30.5 °C
(86.9) °F","36.5 °C
(97.7) °F","39.3 °C
(102.8) °F","37.6 °C
(99.7) °F","32.8 °C
(91) °F","31.1 °C
(87.9) °F","32.3 °C
(90.1) °F","32.5 °C
(90.5) °F","27.6 °C
(81.6) °F","22.6 °C
(72.7) °F"
Precipitation / Rainfall mm (in),"8
(0)","11
(0)","7
(0)","6
(0)","13
(0)","55
(2)","160
(6)","150
(5)","55
(2)","10
(0)","6
(0)","3
(0)"
Humidity(%),53%,44%,32%,22%,25%,43%,67%,75%,61%,40%,43%,51%
Rainy days (d),1,1,1,1,3,6,13,13,6,1,1,1
avg. Sun hours (hours),9.0,9.8,10.7,11.5,12.1,11.9,9.2,8.1,9.6,10.2,9.5,9.2
