0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,,
Avg. Temperature °C (°F),"12.2 °C
(54) °F","12.8 °C
(55.1) °F","14.9 °C
(58.8) °F","16.4 °C
(61.6) °F","19.1 °C
(66.5) °F","21.9 °C
(71.3) °F","23.5 °C
(74.3) °F","24.2 °C
(75.6) °F","22.6 °C
(72.6) °F","20.3 °C
(68.6) °F","16 °C
(60.7) °F","13.5 °C
(56.3) °F"
Min. Temperature °C (°F),"8.7 °C
(47.7) °F","9.1 °C
(48.4) °F","10.9 °C
(51.6) °F","12.4 °C
(54.4) °F","14.9 °C
(58.8) °F","17.5 °C
(63.5) °F","19.2 °C
(66.5) °F","20 °C
(68.1) °F","18.9 °C
(66) °F","16.7 °C
(62.1) °F","12.5 °C
(54.5) °F","10.1 °C
(50.1) °F"
Max. Temperature °C (°F),"16.5 °C
(61.7) °F","17.3 °C
(63.2) °F","19.6 °C
(67.4) °F","21.1 °C
(69.9) °F","24 °C
(75.1) °F","26.9 °C
(80.5) °F","28.8 °C
(83.8) °F","29.6 °C
(85.3) °F","27.5 °C
(81.5) °F","24.9 °C
(76.9) °F","20.1 °C
(68.2) °F","17.7 °C
(63.9) °F"
Precipitation / Rainfall mm (in),"63
(2)","50
(1)","51
(2)","42
(1)","27
(1)","6
(0)","2
(0)","2
(0)","17
(0)","48
(1)","72
(2)","62
(2)"
Humidity(%),81%,78%,75%,74%,70%,70%,71%,71%,73%,76%,77%,79%
Rainy days (d),6,5,5,5,4,1,0,0,2,5,6,6
avg. Sun hours (hours),6.7,7.2,8.2,8.7,9.8,10.2,10.5,10.3,8.8,8.2,7.3,6.8
