0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,,
Avg. Temperature °C (°F),"-1.5 °C
(29.3) °F","-1.7 °C
(28.9) °F","0.3 °C
(32.5) °F","2.3 °C
(36.1) °F","7.2 °C
(45) °F","13.7 °C
(56.7) °F","18.2 °C
(64.8) °F","17.3 °C
(63.2) °F","14.2 °C
(57.5) °F","8.5 °C
(47.2) °F","2.1 °C
(35.9) °F","-1.9 °C
(28.6) °F"
Min. Temperature °C (°F),"-5.4 °C
(22.3) °F","-5.8 °C
(21.6) °F","-4.2 °C
(24.4) °F","-2.9 °C
(26.8) °F","0.9 °C
(33.6) °F","6.2 °C
(43.2) °F","10.6 °C
(51) °F","10 °C
(49.9) °F","7.4 °C
(45.4) °F","2.8 °C
(37) °F","-2.7 °C
(27.2) °F","-5.8 °C
(21.5) °F"
Max. Temperature °C (°F),"4.9 °C
(40.9) °F","4.2 °C
(39.5) °F","6.2 °C
(43.1) °F","8.4 °C
(47) °F","13.7 °C
(56.6) °F","20.4 °C
(68.7) °F","24.8 °C
(76.7) °F","24.2 °C
(75.5) °F","21.3 °C
(70.4) °F","15.6 °C
(60) °F","9 °C
(48.2) °F","4.4 °C
(39.9) °F"
Precipitation / Rainfall mm (in),"200
(7)","190
(7)","160
(6)","91
(3)","68
(2)","31
(1)","29
(1)","18
(0)","23
(0)","55
(2)","92
(3)","170
(6)"
Humidity(%),69%,73%,72%,68%,60%,46%,39%,37%,39%,50%,60%,67%
Rainy days (d),8,8,8,7,7,4,4,3,3,4,5,7
avg. Sun hours (hours),6.8,6.8,8.0,8.9,10.6,12.4,12.7,11.9,10.6,9.0,7.6,6.4
