0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,,
Avg. Temperature °C (°F),"-3.9 °C
(24.9) °F","-4.3 °C
(24.2) °F","-1.2 °C
(29.8) °F","4.9 °C
(40.8) °F","10.8 °C
(51.4) °F","14.9 °C
(58.8) °F","18.4 °C
(65.2) °F","17.1 °C
(62.7) °F","12.7 °C
(54.9) °F","6.7 °C
(44.1) °F","2.5 °C
(36.6) °F","-0.9 °C
(30.3) °F"
Min. Temperature °C (°F),"-6 °C
(21.2) °F","-6.6 °C
(20.1) °F","-4.3 °C
(24.3) °F","0.7 °C
(33.3) °F","6.1 °C
(42.9) °F","10.7 °C
(51.2) °F","14.5 °C
(58.2) °F","13.6 °C
(56.6) °F","9.9 °C
(49.8) °F","4.6 °C
(40.3) °F","0.9 °C
(33.7) °F","-2.7 °C
(27.1) °F"
Max. Temperature °C (°F),"-2.2 °C
(28.1) °F","-2.2 °C
(28) °F","1.6 °C
(34.8) °F","8.8 °C
(47.9) °F","14.8 °C
(58.6) °F","18.4 °C
(65.2) °F","21.8 °C
(71.2) °F","20.3 °C
(68.5) °F","15.5 °C
(60) °F","8.8 °C
(47.9) °F","4 °C
(39.2) °F","0.7 °C
(33.2) °F"
Precipitation / Rainfall mm (in),"53
(2)","42
(1)","38
(1)","40
(1)","44
(1)","71
(2)","72
(2)","84
(3)","68
(2)","73
(2)","60
(2)","57
(2)"
Humidity(%),85%,85%,82%,73%,66%,69%,72%,75%,79%,83%,86%,85%
Rainy days (d),9,8,7,7,6,8,9,10,10,11,10,10
avg. Sun hours (hours),1.6,2.5,5.8,9.0,11.8,12.6,12.1,9.9,6.8,3.9,1.9,1.8
