0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,,
Avg. Temperature °C (°F),"4 °C
(39.2) °F","4.9 °C
(40.7) °F","7.9 °C
(46.2) °F","10.5 °C
(50.9) °F","14.7 °C
(58.4) °F","19.9 °C
(67.8) °F","22.4 °C
(72.4) °F","22.3 °C
(72.2) °F","18.5 °C
(65.3) °F","13.5 °C
(56.2) °F","7.3 °C
(45.2) °F","4.5 °C
(40.1) °F"
Min. Temperature °C (°F),"0.7 °C
(33.2) °F","0.6 °C
(33.2) °F","2.8 °C
(37.1) °F","5 °C
(41) °F","8.5 °C
(47.3) °F","12.9 °C
(55.3) °F","15.1 °C
(59.2) °F","15.1 °C
(59.1) °F","12.3 °C
(54.1) °F","8.6 °C
(47.5) °F","3.8 °C
(38.9) °F","1.2 °C
(34.1) °F"
Max. Temperature °C (°F),"8 °C
(46.4) °F","9.7 °C
(49.4) °F","13.4 °C
(56.1) °F","16.1 °C
(61.1) °F","20.7 °C
(69.3) °F","26.6 °C
(79.8) °F","29.6 °C
(85.2) °F","29.3 °C
(84.8) °F","24.9 °C
(76.7) °F","18.8 °C
(65.8) °F","11.4 °C
(52.5) °F","8.5 °C
(47.3) °F"
Precipitation / Rainfall mm (in),"47
(1)","35
(1)","41
(1)","53
(2)","52
(2)","31
(1)","18
(0)","15
(0)","31
(1)","61
(2)","56
(2)","50
(1)"
Humidity(%),83%,76%,66%,64%,56%,46%,41%,41%,50%,66%,79%,82%
Rainy days (d),6,5,6,8,7,4,3,2,4,6,7,6
avg. Sun hours (hours),4.1,5.5,7.2,8.5,10.5,12.2,12.7,11.7,10.0,7.3,4.8,4.1
