0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,,
Avg. Temperature °C (°F),"-0.7 °C
(30.8) °F","0.5 °C
(32.8) °F","4 °C
(39.2) °F","7.9 °C
(46.3) °F","13.2 °C
(55.7) °F","19.8 °C
(67.6) °F","20.8 °C
(69.5) °F","19.1 °C
(66.5) °F","16.5 °C
(61.6) °F","10.7 °C
(51.3) °F","4.7 °C
(40.5) °F","-0.6 °C
(30.8) °F"
Min. Temperature °C (°F),"-4.5 °C
(23.9) °F","-3.8 °C
(25.1) °F","-1 °C
(30.2) °F","2.1 °C
(35.8) °F","6.8 °C
(44.2) °F","12.7 °C
(54.8) °F","15 °C
(59) °F","14.1 °C
(57.4) °F","11.5 °C
(52.7) °F","6.1 °C
(42.9) °F","0.6 °C
(33.1) °F","-4.3 °C
(24.3) °F"
Max. Temperature °C (°F),"5.1 °C
(41.2) °F","6.5 °C
(43.7) °F","10.6 °C
(51) °F","14.9 °C
(58.8) °F","20.1 °C
(68.1) °F","26.7 °C
(80.1) °F","27.1 °C
(80.7) °F","25.1 °C
(77.2) °F","22.5 °C
(72.5) °F","17 °C
(62.6) °F","10.8 °C
(51.5) °F","5.1 °C
(41.1) °F"
Precipitation / Rainfall mm (in),"50
(1)","54
(2)","50
(1)","34
(1)","35
(1)","12
(0)","121
(4)","132
(5)","67
(2)","35
(1)","33
(1)","45
(1)"
Humidity(%),56%,54%,47%,37%,30%,22%,42%,52%,45%,45%,47%,56%
Rainy days (d),5,5,6,5,5,2,11,12,7,4,3,4
avg. Sun hours (hours),7.7,8.2,9.6,10.9,12.0,12.9,11.9,10.9,10.4,9.3,8.4,7.5
