0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,,
Avg. Temperature °C (°F),"19.4 °C
(66.9) °F","21.6 °C
(70.9) °F","25.4 °C
(77.7) °F","30.1 °C
(86.2) °F","33.8 °C
(92.8) °F","35.5 °C
(95.8) °F","35.3 °C
(95.5) °F","34.1 °C
(93.3) °F","32.3 °C
(90.1) °F","29.5 °C
(85) °F","24.7 °C
(76.4) °F","21 °C
(69.8) °F"
Min. Temperature °C (°F),"13.1 °C
(55.5) °F","14.8 °C
(58.7) °F","18.1 °C
(64.5) °F","22.5 °C
(72.5) °F","26 °C
(78.8) °F","27.8 °C
(82.1) °F","28.4 °C
(83.2) °F","27.6 °C
(81.6) °F","25.8 °C
(78.4) °F","22.7 °C
(72.9) °F","18.5 °C
(65.4) °F","14.5 °C
(58) °F"
Max. Temperature °C (°F),"25.1 °C
(77.3) °F","27.6 °C
(81.7) °F","31.7 °C
(89) °F","36.4 °C
(97.6) °F","40.2 °C
(104.4) °F","41.9 °C
(107.5) °F","41.4 °C
(106.5) °F","40.1 °C
(104.2) °F","38.2 °C
(100.8) °F","35.4 °C
(95.7) °F","30.2 °C
(86.3) °F","26.8 °C
(80.2) °F"
Precipitation / Rainfall mm (in),"8
(0)","10
(0)","20
(0)","12
(0)","5
(0)","7
(0)","16
(0)","15
(0)","2
(0)","6
(0)","12
(0)","6
(0)"
Humidity(%),41%,34%,25%,21%,19%,22%,28%,33%,30%,25%,37%,39%
Rainy days (d),1,1,2,1,1,1,2,3,1,1,1,1
avg. Sun hours (hours),9.4,9.9,10.6,11.3,11.9,12.1,12.0,11.6,11.0,10.4,9.6,9.2
