0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,,
Avg. Temperature °C (°F),"21.6 °C
(70.9) °F","24.4 °C
(76) °F","27.1 °C
(80.7) °F","29.1 °C
(84.4) °F","27.4 °C
(81.3) °F","26.3 °C
(79.3) °F","25.7 °C
(78.2) °F","25.2 °C
(77.4) °F","25.1 °C
(77.2) °F","24.5 °C
(76.2) °F","23.1 °C
(73.6) °F","21.1 °C
(70) °F"
Min. Temperature °C (°F),"15.4 °C
(59.8) °F","17.9 °C
(64.2) °F","20.8 °C
(69.5) °F","23.7 °C
(74.7) °F","23.7 °C
(74.7) °F","23.5 °C
(74.2) °F","23.1 °C
(73.6) °F","22.8 °C
(73) °F","22.3 °C
(72.1) °F","20.9 °C
(69.6) °F","18 °C
(64.5) °F","15.1 °C
(59.3) °F"
Max. Temperature °C (°F),"27.4 °C
(81.3) °F","30.9 °C
(87.5) °F","33.4 °C
(92.2) °F","35 °C
(95.1) °F","31.9 °C
(89.4) °F","30 °C
(86.1) °F","29.2 °C
(84.6) °F","28.6 °C
(83.4) °F","28.7 °C
(83.7) °F","28.4 °C
(83.2) °F","27.9 °C
(82.3) °F","26.5 °C
(79.8) °F"
Precipitation / Rainfall mm (in),"8
(0)","3
(0)","13
(0)","27
(1)","110
(4)","129
(5)","186
(7)","240
(9)","235
(9)","121
(4)","25
(0)","11
(0)"
Humidity(%),64%,52%,48%,50%,70%,79%,82%,86%,86%,83%,75%,70%
Rainy days (d),1,1,2,3,11,15,17,18,17,12,3,1
avg. Sun hours (hours),8.8,9.9,10.3,10.6,9.5,9.2,9.3,8.7,7.9,7.6,8.1,8.1
